"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","keyword","textStemming"
"11","merci a  nk m de son passage en  dordogne   merci aux  jeunespop33    ump scpobx pour leur presence    jeunesump http   t co y2g5l7awqk",FALSE,4,NA,2015-02-02 23:58:42,FALSE,NA,"562399745717846018",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeunespop24",8,FALSE,FALSE,"0.74995914","45.17917834","UMP","merc a  nk    passag   dordogn   merc   jeunespop33    ump scpobx   presenc    jeunesump http    co y2g5l7awqk"
"12","rt  laurentwauquiez  mes idees ne sont pas celles du ps  je ne partage pas les idees du fn  si je devais voter dans le doubs  je voterais b ",FALSE,0,NA,2015-02-02 23:58:41,FALSE,NA,"562399741346983937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fvg35",267,TRUE,FALSE,NA,NA,"UMP","rt  laurentwauqu   ide    cel  p    partag   ide  fn  si  dev vot   doub   vot b"
"13","rt  charlesaslangul  non seulement juppe appelle a voter pour le catastrophique  ps  mais il coule l  ump en officialisant l umps   echec e ",FALSE,0,NA,2015-02-02 23:58:36,FALSE,NA,"562399720044109824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fvg35",17,TRUE,FALSE,NA,NA,"UMP","rt  charlesaslangul  non seul jupp appel a vot   catastroph  p    coul   ump  officialis  ump   echec e"
"14","rt  brunomasure  le  ni ni  de l  ump est juste consternant   ils auront la defaite et le deshonneur    ",FALSE,0,NA,2015-02-02 23:58:31,FALSE,NA,"562399698397700096",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","PS_Versailles",139,TRUE,FALSE,NA,NA,"UMP","rt  brunomasur    ni ni     ump  just constern      defait   deshonneur   "
"15","rt  cocotte421  nombre d adherents  ump ne veulent pas de cette droite molle incarnee notamment par  aj et  nkm et font confiance a  ns pou ",FALSE,0,NA,2015-02-02 23:58:28,FALSE,NA,"562399683482746880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","P_Bourgois",16,TRUE,FALSE,NA,NA,"UMP","rt  cocotte421  nombr  adherent  ump  veulent    droit moll incarne not   aj   nkm  font confianc a  n pou"
"16","rt  guillaumedaret   glarrive  depute  ump  tacle alain  juppe qui a annonce qu il voterait ps dans le  doubs  circo2504 http   t co gkascy ",FALSE,0,NA,2015-02-02 23:58:27,FALSE,NA,"562399682341900288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","freelancer33",12,TRUE,FALSE,NA,NA,"UMP","rt  guillaumedaret   glarriv  deput  ump  tacl alain  jupp  a annonc   vot p    doub  circo2504 http    co gkascy"
"17"," n0uvelles faut comprendre  le pauvre depuis le retour de  sarkozy a l  ump sa carriere est compromise alors qu au  ps il a sa chance",FALSE,0,"N0UVELLES",2015-02-02 23:58:17,FALSE,"562399303172231168","562399637177643008","2262841244","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cherenceleheron",0,FALSE,FALSE,NA,NA,"UMP"," n0uvel faut comprendr   pauvr depuis  retour   sarkozy a   ump  carrier  compromis alor    p  a  chanc"
"18","rt  teamsarkozy   nicolas sarkozy peut il remporter les primaires de l ump en 2016    lejdd fr http   t co ygzcet2l5e",FALSE,0,NA,2015-02-02 23:58:16,FALSE,NA,"562399636061962240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EYMERIT24660",5,TRUE,FALSE,NA,NA,"UMP","rt  teamsarkozy   nicol sarkozy peut  remport  primair   ump  2016    lejdd fr http    co ygzcet2l5"
"19","rt  sinvestigation   ca pourrait faire un film    bernard debre  depute ump  docdsk",FALSE,0,NA,2015-02-02 23:58:14,FALSE,NA,"562399625999839232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","loiseau_martine",8,TRUE,FALSE,NA,NA,"UMP","rt  sinvestig   ca pourr fair  film    bernard debr  deput ump  docdsk"
"20","rt  ninabergamote   itele m   macescaron  le  boulet  a l  ump  c est  juppe et non  nicolassarkozy  ",FALSE,0,NA,2015-02-02 23:58:09,FALSE,NA,"562399603602227200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cemodf1",1,TRUE,FALSE,NA,NA,"UMP","rt  ninabergamot   itel    macescaron    boulet  a   ump     jupp  non  nicolassarkozy "
"21","l  ump va t elle atteindre les primaires en un seul morceau   les dissensions internes commencent vraiment a se voir ",FALSE,0,NA,2015-02-02 23:58:03,FALSE,NA,"562399580214820864",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","MonsieurFoum",0,FALSE,FALSE,"0.1831853","47.9938387","UMP","  ump va   atteindr  primair   seul morceau    dissens intern commencent vrai a  voir"
"22","rt  davidherubel  direction de l ump   grand ecart entre nkm et wauquiez lesechos fr http   t co y0fsj2emxx http   t co etdsagyu4x",FALSE,0,NA,2015-02-02 23:57:50,FALSE,NA,"562399523897872384",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","HollowManSeries",2,TRUE,FALSE,NA,NA,"UMP","rt  davidherubel  direct   ump   grand ecart entre nkm  wauqu lesechos fr http    co y0fsj2emxx http    co etdsagyu4x"
"23","alain  juppe    si j etais dans le doubs  je voterais pour le ps  http   t co fesj2wr1yr via  le parisien  ump",FALSE,0,NA,2015-02-02 23:57:43,FALSE,NA,"562399496387440640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AfricaSportActu",0,FALSE,FALSE,NA,NA,"UMP","alain  jupp    si  etais   doub   vot   p  http    co fesj2wr1yr vi   parisien  ump"
"24","rt  askolovitchc  pour ce jeune responsable ump qui reveillonnait avec ses copains fn et philippot  le ps est  l ennemi de la france   http ",FALSE,0,NA,2015-02-02 23:57:26,FALSE,NA,"562399423989547008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BlackJesuus",89,TRUE,FALSE,NA,NA,"UMP","rt  askolovitchc    jeun respons ump  reveillon   copain fn  philippot   p    ennem   franc   http"
"25","rt  sisf94  bon alain  juppe il prend sa carte au  ps a quel moment    jeposelaquestion   circo2504   ump http   t co svxqwbbumh",FALSE,0,NA,2015-02-02 23:57:24,FALSE,NA,"562399417727455232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ptitesfourmis",67,TRUE,FALSE,NA,NA,"UMP","rt  sisf94  bon alain  jupp  prend  cart   p a  moment    jeposelaquest   circo2504   ump http    co svxqwbbumh"
"26","bruno le maire  desormais incontournable a l ump http   t co afs0agpzu1 http   t co 4ub9i7f7br http   t co y0fsj2emxx",FALSE,0,NA,2015-02-02 23:57:22,FALSE,NA,"562399408525156352",NA,"<a href=""http://www.thecacaocafe3dparispictodrawinglinkeding.com/APP/APPRETWEET02"" rel=""nofollow"">RETWITTER001</a>","davidherubel",0,FALSE,FALSE,NA,NA,"UMP","bruno  mair  desorm incontourn a  ump http    co afs0agpzu1 http    co 4ub9i7f7br http    co y0fsj2emxx"
"27","rt  askolovitchc  pour ce jeune responsable ump qui reveillonnait avec ses copains fn et philippot  le ps est  l ennemi de la france   http ",FALSE,0,NA,2015-02-02 23:57:19,FALSE,NA,"562399397041147904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","joseemunuera",89,TRUE,FALSE,NA,NA,"UMP","rt  askolovitchc    jeun respons ump  reveillon   copain fn  philippot   p    ennem   franc   http"
"28","rt  reicirrichier  voici les deux qui foutent la merde a l ump  la bobo  parisienne et le blaireau de bordeaux  avec ca c est pas gagne  ht ",FALSE,0,NA,2015-02-02 23:57:13,FALSE,NA,"562399370780622848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","avenel691",256,TRUE,FALSE,NA,NA,"UMP","rt  reicirrichi  voic  deux  foutent  merd a  ump   bobo  parisien   blaireau  bordeau   ca    gagn  ht"
"29"," armelle68  ump  cette  trahison  est une chance pour l ump      ",FALSE,1,"Armelle68",2015-02-02 23:56:50,FALSE,"562372019493568513","562399274252902400","1625265876","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cemodf1",0,FALSE,FALSE,NA,NA,"UMP"," armelle68  ump    trahison    chanc   ump     "
"30"," l ump n a pas de consigne de vote a donner pour la legislative partielle qui se rejoue en 2ee tour arretez de ns prendre pour sous citoyens",FALSE,0,NA,2015-02-02 23:56:44,FALSE,NA,"562399248625725440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lesmariannes",0,FALSE,FALSE,NA,NA,"UMP","  ump  a   consign  vot a don   legisl partiel   rejou  2e tour arret  n prendr  sous citoyen"
"31","rt  mickaelsailor  l echiquier politique a change   desormais il y a un gros bloc a gauche avec l ump  ps  udi  verts  front de gauche et a ",FALSE,0,NA,2015-02-02 23:56:39,FALSE,NA,"562399227159252992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","resistance83340",3,TRUE,FALSE,NA,NA,"UMP","rt  mickaelsailor   echiqui polit a chang   desorm   a  gros bloc a gauch   ump  p  udi  vert  front  gauch  a"
"32","rt  philde france   fandebleu  dailymotion comment cet homme cense peut il encore rester avec l  ump et ces incoherences   ",FALSE,0,NA,2015-02-02 23:56:36,FALSE,NA,"562399213951406080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rowlfg",2,TRUE,FALSE,NA,NA,"UMP","rt  phild franc   fandebleu  dailymot comment  homm cens peut  encor rest    ump   incoherent  "
"33","rt  ornikkar  quand l ump se divise  http   t co w1zfklaym7",FALSE,0,NA,2015-02-02 23:56:32,FALSE,NA,"562399197501349888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dweedztweet",240,TRUE,FALSE,NA,NA,"UMP","rt  ornikkar  quand  ump  divis  http    co w1zfklaym7"
"34","rt  chronik afrik  selon les services secrets de l ump hollande s est converti en islam  la preuve il est polygame  tweetcommenkm",FALSE,0,NA,2015-02-02 23:56:22,FALSE,NA,"562399156627857408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HOUNSOU_HY",18,TRUE,FALSE,NA,NA,"UMP","rt  chronik afrik  selon  servic secret   ump holland   convert  islam   preuv   polygam  tweetcommenkm"
"35","rt  renaudpila  finalement le bp de l ump se fait en public  mais ou est passe le rpr     autorite",FALSE,0,NA,2015-02-02 23:56:21,FALSE,NA,"562399154237091840",NA,"<a href=""http://www.thecacaocafe3dparispictodrawinglinkeding.com/APP/APPRETWEET02"" rel=""nofollow"">RETWITTER001</a>","davidherubel",8,TRUE,FALSE,NA,NA,"UMP","rt  renaudpil  final  bp   ump  fait  public     pass  rpr     autorit"
"36","rt  jackdeliz   adrenaline1001  bruno lemaire a raison de parler de  menace politique  pour  ump a propos du fn  il faut refuser le discour ",FALSE,0,NA,2015-02-02 23:56:20,FALSE,NA,"562399148683821058",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","E_Talitha",6,TRUE,FALSE,NA,NA,"UMP","rt  jackdeliz   adrenaline1001  bruno lemair a raison  parl   menac polit    ump a propos  fn   faut refus  discour"
"37","rt  rtlfrance  alain juppe voterait  ps pour faire barrage au  fn dans le  doubs   ump  gt  http   t co qsyz38n9hu http   t co twwzirfwie",FALSE,0,NA,2015-02-02 23:56:08,FALSE,NA,"562399096062103553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PierreBEAUFILS1",26,TRUE,FALSE,NA,NA,"UMP","rt  rtlfranc  alain jupp vot  p  fair barrag   fn    doub   ump  gt  http    co qsyz38n9hu http    co twwzirfw"
"38","rt  adrenaline1001  l ump doit affermir sa position vers la droite  les joutes et positions nkm et juppe affaiblissent le parti   jackdeliz ",FALSE,0,NA,2015-02-02 23:56:05,FALSE,NA,"562399086884954112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","E_Talitha",16,TRUE,FALSE,NA,NA,"UMP","rt  adrenaline1001   ump doit afferm  posit ver  droit   jout  posit nkm  jupp affaibl  part   jackdeliz"
"39","rt  alexisbraud  ne dites pas a l ump que le 22 mars ils auront des centaines de cantons comme la partielle du doubs  ca pourrait creer une ",FALSE,0,NA,2015-02-02 23:56:05,FALSE,NA,"562399084401938434",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FabienBenard",5,TRUE,FALSE,NA,NA,"UMP","rt  alexisbraud   dit  a  ump   22 mar    centain  canton comm  partiel  doub  ca pourr cre "
"40","rt  renaudpila  finalement le bp de l ump se fait en public  mais ou est passe le rpr     autorite",FALSE,0,NA,2015-02-02 23:56:03,FALSE,NA,"562399076034301952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","P_Bourgois",8,TRUE,FALSE,NA,NA,"UMP","rt  renaudpil  final  bp   ump  fait  public     pass  rpr     autorit"
"41","video  legislative dans le doubs   l ump  eliminee  va devoir donner sa consigne de vote http   t co orpusbasls",FALSE,0,NA,2015-02-02 23:55:54,FALSE,NA,"562399039946489857",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Daniel_Jerome44",0,FALSE,FALSE,NA,NA,"UMP","video  legisl   doub    ump  elimine  va devoir don  consign  vot http    co orpusbasl"
"42","rt  lelab e1  pas d effet sarkozy   la sentence d hamon apres l elimination de l ump dans le doubs  gt  http   t co hlftwtdtlv  redif http   t ",FALSE,0,NA,2015-02-02 23:55:51,FALSE,NA,"562399026172407808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","loiseau_martine",11,TRUE,FALSE,NA,NA,"UMP","rt  lelab e1    effet sarkozy    sentenc  hamon apre  elimin   ump   doub  gt  http    co hlftwtdtlv  redif http   "
"43","rt  askolovitchc  pour ce jeune responsable ump qui reveillonnait avec ses copains fn et philippot  le ps est  l ennemi de la france   http ",FALSE,0,NA,2015-02-02 23:55:49,FALSE,NA,"562399018127753216",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","LadyGuedin",89,TRUE,FALSE,NA,NA,"UMP","rt  askolovitchc    jeun respons ump  reveillon   copain fn  philippot   p    ennem   franc   http"
"44","rt  f philippot  ni ni ou pas  l ump doit cesser de terroriser en interne ceux qui veulent appeler au vote fn  seuls les pro ps auraient la ",FALSE,0,NA,2015-02-02 23:55:47,FALSE,NA,"562399010104045568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rouvierRBM",117,TRUE,FALSE,NA,NA,"UMP","rt  f philippot  ni ni     ump doit cess  terroris  intern ceux  veulent appel  vot fn  seul  pro p  "
"45","rt  itele   doubs  gt  nathalie kosciusko morizet  ump    a titre personnel   voterait ps  contre le front national  http   t co 8f3o8xqc6g",FALSE,0,NA,2015-02-02 23:55:33,FALSE,NA,"562398950314233856",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","FranceMob",69,TRUE,FALSE,NA,NA,"UMP","rt  itel   doub  gt  nathal kosciusko morizet  ump    a titr personnel   vot p  contr  front national  http    co 8f3o8xqc6g"
"46","rt  itele   doubs  gt  nathalie kosciusko morizet  ump    a titre personnel   voterait ps  contre le front national  http   t co 8f3o8xqc6g",FALSE,0,NA,2015-02-02 23:55:33,FALSE,NA,"562398950297448449",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Loupo85",69,TRUE,FALSE,NA,NA,"UMP","rt  itel   doub  gt  nathal kosciusko morizet  ump    a titr personnel   vot p  contr  front national  http    co 8f3o8xqc6g"
"47","a  juppe  ump laisse  sarkozy et ses idees reac dans les choux dimanche prochain  dans le doubs       al1jup http   t co guqc8jh9hn",FALSE,0,NA,2015-02-02 23:55:27,FALSE,NA,"562398927149088768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MANUE_G",0,FALSE,FALSE,NA,NA,"UMP","a  jupp  ump laiss  sarkozy   ide reac   choux dimanch prochain    doub       al1jup http    co guqc8jh9hn"
"48","rt  davidherubel  direction de l ump   grand ecart entre nkm et wauquiez lesechos fr http   t co y0fsj2emxx http   t co etdsagyu4x",FALSE,0,NA,2015-02-02 23:55:13,FALSE,NA,"562398868269453313",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NylaVox",2,TRUE,FALSE,NA,NA,"UMP","rt  davidherubel  direct   ump   grand ecart entre nkm  wauqu lesechos fr http    co y0fsj2emxx http    co etdsagyu4x"
"49","rt  ornikkar  quand sarkozy et l ump draguent les electeurs du fn  http   t co jxqy9l9hcg",FALSE,0,NA,2015-02-02 23:54:52,FALSE,NA,"562398781015359488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dweedztweet",19,TRUE,FALSE,NA,NA,"UMP","rt  ornikkar  quand sarkozy   ump draguent  electeur  fn  http    co jxqy9l9hcg"
"50","rt  amer yacine  l  udi essonne present pour soutenir  desousa jo  ump  et jacques gering  udi  sur le canton d evry cc  jpdugoinclement  v ",FALSE,0,NA,2015-02-02 23:54:49,FALSE,NA,"562398765521596416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaetitiaHamon",4,TRUE,FALSE,NA,NA,"UMP","rt  amer yacin    udi esson present  souten  desous jo  ump   jacqu gering  udi    canton  evry cc  jpdugoincl  v"
"51","rt  alexisbraud  ne dites pas a l ump que le 22 mars ils auront des centaines de cantons comme la partielle du doubs  ca pourrait creer une ",FALSE,0,NA,2015-02-02 23:54:44,FALSE,NA,"562398746466877441",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","kbkb15",5,TRUE,FALSE,NA,NA,"UMP","rt  alexisbraud   dit  a  ump   22 mar    centain  canton comm  partiel  doub  ca pourr cre "
"52","rt  askolovitchc  pour ce jeune responsable ump qui reveillonnait avec ses copains fn et philippot  le ps est  l ennemi de la france   http ",FALSE,0,NA,2015-02-02 23:54:30,FALSE,NA,"562398685548785664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VelumaT",89,TRUE,FALSE,NA,NA,"UMP","rt  askolovitchc    jeun respons ump  reveillon   copain fn  philippot   p    ennem   franc   http"
"53","direction de l ump   grand ecart entre nkm et wauquiez lesechos fr http   t co y0fsj2emxx http   t co etdsagyu4x",FALSE,1,NA,2015-02-02 23:54:23,FALSE,NA,"562398655593054208",NA,"<a href=""http://www.thecacaocafe3dparispictodrawinglinkeding.com/APP/APPRETWEET02"" rel=""nofollow"">RETWITTER001</a>","davidherubel",2,FALSE,FALSE,NA,NA,"UMP","direct   ump   grand ecart entre nkm  wauqu lesechos fr http    co y0fsj2emxx http    co etdsagyu4x"
"54","rt  amer yacine  l  udi essonne present pour soutenir  desousa jo  ump  et jacques gering  udi  sur le canton d evry cc  jpdugoinclement  v ",FALSE,0,NA,2015-02-02 23:54:16,FALSE,NA,"562398628682416130",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yasmineeeech",4,TRUE,FALSE,NA,NA,"UMP","rt  amer yacin    udi esson present  souten  desous jo  ump   jacqu gering  udi    canton  evry cc  jpdugoincl  v"
"55","rt  anti umpfn  ce qui est dingue  c est qu on en est a trouver  courageux  qu un ump dise qu il faut faire barrage au fn  ca en dit long   ",FALSE,0,NA,2015-02-02 23:54:00,FALSE,NA,"562398560088760323",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lotarellana",41,TRUE,FALSE,NA,NA,"UMP","rt  anti umpfn     dingu        a trouv  courag    ump dis   faut fair barrag  fn  ca  dit long  "
"56","rt  lionnelluca06  a une epoque ou les citoyens n ont jamais ete aussi hostiles aux partis politiques comment pour l ump ne pas laisser la  ",FALSE,0,NA,2015-02-02 23:53:57,FALSE,NA,"562398550613827585",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jpolmorin",19,TRUE,FALSE,NA,NA,"UMP","rt  lionnelluca06  a  epoqu   citoyen   jam ete auss hostil  part polit comment   ump   laiss  "
"57","rt  romain1571  la conclusion s impose d elle meme   a mesure que le fn gagne en respectabilite  l ump ne cesse de deriver vers la gauche   ",FALSE,0,NA,2015-02-02 23:53:48,FALSE,NA,"562398511757799424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MickaelSAILOR",2,TRUE,FALSE,NA,NA,"UMP","rt  romain1571   conclus  impos   mem   a mesur   fn gagn  respectabilit   ump  cess  deriv ver  gauch  "
"58"," doubs  ump  circo2504 vous hesitez encore   https   t co na7ynqpppb",FALSE,0,NA,2015-02-02 23:53:44,FALSE,NA,"562398491973283841",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CroireEtOser",0,FALSE,FALSE,NA,NA,"UMP"," doub  ump  circo2504  hesit encor   http    co na7ynqpppb"
"59","rt  ornikkar  quand l ump se divise  http   t co w1zfklaym7",FALSE,0,NA,2015-02-02 23:53:41,FALSE,NA,"562398480732536832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","veve1945",240,TRUE,FALSE,NA,NA,"UMP","rt  ornikkar  quand  ump  divis  http    co w1zfklaym7"
"60","rt  romain1571  la conclusion s impose d elle meme   a mesure que le fn gagne en respectabilite  l ump ne cesse de deriver vers la gauche   ",FALSE,0,NA,2015-02-02 23:53:39,FALSE,NA,"562398474495610880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Seb_Fleury",2,TRUE,FALSE,NA,NA,"UMP","rt  romain1571   conclus  impos   mem   a mesur   fn gagn  respectabilit   ump  cess  deriv ver  gauch  "
"61","l echiquier politique a change   desormais il y a un gros bloc a gauche avec l ump  ps  udi  verts  front de gauche et a droite   le  fn     ",FALSE,1,NA,2015-02-02 23:53:34,FALSE,NA,"562398453410836480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MickaelSAILOR",3,FALSE,FALSE,NA,NA,"UMP"," echiqui polit a chang   desorm   a  gros bloc a gauch   ump  p  udi  vert  front  gauch  a droit     fn    "
